a51, 神4_1--20220302--20220315-持仓量20211217-20220225-中间值4.15--9周-换手率,56.8-流通市值,18.0亿,纺织,华升股份**600156.SH
a51, 神4_1--20220222--20220304-持仓量20211210-20220218-中间值23.1--7周-换手率,95.6-流通市值,153.9亿,特种钢,鄂尔多斯**600295.SH
a51, 神4_1--20220215--20220221-持仓量20211203-20220211-中间值3.28--7周-换手率,135.2-流通市值,62.2亿,建筑工程,腾达建设**600512.SH
a51, 神4_1--20220216--20220222,全国地产,天地源**600665.SH
a51, 神4_1--20220304--20220314,建筑工程,祥龙电业**600769.SH
a51, 神4_1--20220304--20220311,建筑工程,祥龙电业**600769.SH
a51, 神4_1--20220214--20220224-持仓量20211203-20220211-中间值6.28--7周-换手率,127.1-流通市值,30.4亿,建筑工程,祥龙电业**600769.SH
a51, 神4_1--20220214--20220225-持仓量20211203-20220211-中间值12.34--10周-换手率,42.5-流通市值,91.3亿,黄金,西部黄金**601069.SH
a51, 神4_1--20220221--20220304-持仓量20211210-20220218-中间值7.8--8周-换手率,167.2-流通市值,127.1亿,煤炭开采,昊华能源**601101.SH
a51, 神4_1--20220221--20220304-持仓量20211210-20220218-中间值21.04--7周-换手率,138.7-流通市值,28.8亿,百货,爱婴室**603214.SH
a51, 神4_1--20220216--20220223-持仓量20211203-20220211-中间值6.8--7周-换手率,22.5-流通市值,25.0亿,运输设备,梅轮电梯**603321.SH
a51, 神4_1--20220216--20220222-持仓量20211203-20220211-中间值6.8--7周-换手率,22.5-流通市值,25.0亿,运输设备,梅轮电梯**603321.SH
a51, 神4_1--20220228--20220311-持仓量20211217-20220225-中间值17.2--10周-换手率,78.4-流通市值,44.1亿,塑料,上海天洋**603330.SH
a51, 神4_1--20220308--20220317,化纤,苏州龙杰**603332.SH
a51, 神4_1--20220311--20220317-持仓量20211231-20220311-中间值12.9--9周-换手率,46.8-流通市值,29.2亿,专用机械,君禾股份**603617.SH
a51, 神4_1--20220214--20220224-持仓量20211203-20220211-中间值7.92--10周-换手率,144.4-流通市值,22.5亿,汽车配件,中马传动**603767.SH
a51, 神4_1--20220214--20220223-持仓量20211203-20220211-中间值7.92--10周-换手率,144.4-流通市值,22.5亿,汽车配件,中马传动**603767.SH
a51, 神4_1--20220211--20220223-持仓量20211203-20220211-中间值13.16--7周-换手率,45.1-流通市值,22.6亿,农药化肥,丰山集团**603810.SH
a51, 神4_1--20220218--20220301,环境保护,大千生态**603955.SH
