a72,神2pro--涨停板日期20220314--20220331,服饰,萃华珠宝**002731.SZ,,
a72,神2pro--涨停板日期20220317--20220331,全国地产,广宇集团**002133.SZ,,
a72,神2pro--涨停板日期20220316--20220406-持仓量20220121-20220401-中间值3.41--7周-换手率,297.8-流通市值,39.7亿,酒店餐饮,华天酒店**000428.SZ
a73,神3--涨停日期:20220329-持仓量20220114-20220325-中间值25.0--7周-换手率,154.8-流通市值,30.2亿,其他建材,万里石**002785.SZ
a3,筹码突破--20220406-持仓量20220121-20220401-中间值8.62--7周-换手率,209.7-流通市值,19.7亿,全国地产,沙河股份**000014.SZ
a3,筹码突破--20220406-持仓量20220121-20220401-中间值12.4--8周-换手率,35.1-流通市值,16.5亿,水泥,深天地A**000023.SZ
a3,筹码突破--20220406-持仓量20220121-20220401-中间值7.4--7周-换手率,27.7-流通市值,73.9亿,区域地产,深深房A**000029.SZ
a6,神 1--涨停板日期:20220318--20220406-持仓量20220121-20220401-中间值4.48--9周-换手率,76.1-流通市值,31.5亿,其他建材,方大集团**000055.SZ
a72,神2pro--涨停板日期20220316--20220406-持仓量20220121-20220401-中间值3.41--7周-换手率,297.8-流通市值,39.7亿,酒店餐饮,华天酒店**000428.SZ
a72,神2pro--涨停板日期20220316--20220406-持仓量20220121-20220401-中间值6.33--10周-换手率,251.7-流通市值,21.7亿,旅游景点,张家界**000430.SZ
a3,筹码突破--20220406-持仓量20220121-20220401-中间值17.41--8周-换手率,222.3-流通市值,19.8亿,文教休闲,学大教育**000526.SZ
