,ts_code,trade_date,close,turnover_rate,volume_ratio,pe,pb,circ_mv
2225,605111.SH,20220323,184.99,3.1921,0.55,64.3676,16.2444,1877234.1224
2226,301029.SZ,20220323,67.68,2.0824,0.69,99.7701,12.4826,243708.912
2227,688611.SH,20220323,59.03,1.658,0.72,31.1873,3.939,78369.7038
2228,003022.SZ,20220323,27.78,3.3739,0.83,57.9169,6.1146,852001.488
2229,000558.SZ,20220323,3.78,9.8611,2.65,,4.2303,487021.2204
2230,300334.SZ,20220323,11.39,8.2992,0.56,,4.5504,340113.6407
2231,688518.SH,20220323,36.58,3.5986,1.15,163.4265,7.2546,900005.1201
2232,301016.SZ,20220323,23.25,4.3545,1.34,24.3836,3.1805,69750.0
2233,600661.SH,20220323,10.33,3.4463,0.62,,5.5175,296004.9414
2234,603466.SH,20220323,23.1,4.2364,1.51,28.4575,4.2222,969707.1962
2235,300294.SZ,20220323,32.02,3.2329,1.38,47.5504,2.3989,1387506.2113
2236,688285.SH,20220323,8.96,2.7285,0.9,23.8795,2.2793,64578.7135
2237,600180.SH,20220323,7.03,0.5499,0.57,45.5671,1.0927,714583.6572
2238,002936.SZ,20220323,2.88,0.2307,0.58,7.5152,0.5873,1691995.5835
2239,300430.SZ,20220323,11.23,1.2311,0.51,50.7518,1.6843,286523.9146
2240,301062.SZ,20220323,13.92,3.1848,0.48,50.1404,5.6408,61019.712
2241,300463.SZ,20220323,25.86,1.9109,0.44,19.9497,2.7859,1037545.1941
2242,601177.SH,20220323,7.91,0.4309,0.76,37.7106,1.6761,316447.46
2243,600671.SH,20220323,9.6,1.1662,2.58,,20.2565,116851.7117
2244,603985.SH,20220323,33.04,3.3909,1.13,24.1923,3.465,875533.568
2245,688220.SH,20220323,73.19,1.993,0.65,,3.9301,245533.1205
2246,430418.BJ,20220323,12.18,0.0992,0.31,15.3827,1.7571,48465.3479
2247,300337.SZ,20220323,6.21,1.6479,1.13,300.8999,3.3883,440902.8939
2248,300871.SZ,20220323,22.11,1.0934,0.54,27.6652,2.5045,183425.7252
2249,300500.SZ,20220323,26.69,8.531,0.66,124.8744,3.0519,415005.2601
2250,688300.SH,20220323,87.63,0.511,0.41,67.9238,6.8883,467010.0642
2251,000851.SZ,20220323,5.47,3.0627,1.49,,1.4069,600722.1784
2252,300664.SZ,20220323,6.2,0.7477,0.66,11.4801,1.1713,436773.291
2253,003006.SZ,20220323,13.15,0.9278,0.74,31.0061,4.7485,283340.157
2254,300066.SZ,20220323,4.98,0.7934,0.54,24.3477,2.5989,499707.2127
2255,002691.SZ,20220323,6.26,3.1644,1.01,,2.3937,212397.3034
2256,600968.SH,20220323,2.66,1.9816,0.78,17.7703,1.3255,496117.7169
2257,000831.SZ,20220323,30.97,1.715,0.67,108.8883,11.6283,3037813.1742
2258,603917.SH,20220323,15.73,0.7193,0.54,33.3689,2.4166,246646.4
2259,002788.SZ,20220323,8.82,6.4842,0.57,12.8089,1.3861,333982.3307
2260,603157.SH,20220323,1.27,2.2373,1.38,,,42240.5844
2261,000848.SZ,20220323,8.44,1.3662,0.99,21.0209,4.1527,908475.2666
2262,600168.SH,20220323,7.47,1.2545,0.73,13.2865,0.9289,530048.5599
2263,601568.SH,20220323,7.35,0.1487,0.63,15.759,1.97,1514536.9171
2264,601086.SH,20220323,4.45,5.6424,2.36,29.392,2.4387,296370.0
2265,002189.SZ,20220323,16.86,1.1319,0.74,30.0736,2.7824,375368.7892
2266,688613.SH,20220323,40.75,1.3254,0.59,61.0868,4.3662,116644.8986
2267,300933.SZ,20220323,9.46,3.1632,0.97,47.3573,3.2515,222073.5
2268,600510.SH,20220323,12.52,8.8323,0.72,16.4322,1.4022,1273632.0873
2269,002157.SZ,20220323,6.5,2.0806,1.02,3.5605,1.0613,1511505.2986
2270,300957.SZ,20220323,169.15,3.7994,2.16,83.034,15.0681,968214.6
2271,600623.SH,20220323,8.48,0.4333,0.64,42.6852,0.8621,1579142.855
2272,002277.SZ,20220323,3.17,1.4599,0.62,31.7851,0.6643,441952.7776
2273,002781.SZ,20220323,8.87,9.5271,0.8,,1.5565,198623.0681
2274,002219.SZ,20220323,3.33,1.3082,4.19,,83.0684,614087.3836
2275,600681.SH,20220323,5.17,0.2792,0.93,13.1136,1.8024,703789.9979
2276,000089.SZ,20220323,7.0,0.3941,0.44,511.3695,1.2026,1435538.6563
2277,300479.SZ,20220323,25.53,14.4573,0.69,727.4428,5.5822,433007.2761
2278,600319.SH,20220323,7.48,2.6207,0.75,12.2297,10.1824,236064.312
2279,002891.SZ,20220323,20.84,0.6052,0.76,45.4411,3.4087,612916.7956
2280,300886.SZ,20220323,26.43,0.8918,0.76,48.9964,3.7542,130330.5588
2281,600050.SH,20220323,3.54,0.2502,0.63,17.3973,0.7352,10887498.051
2282,300149.SZ,20220323,12.7,1.654,0.92,41.0686,2.6592,573407.4028
2283,002197.SZ,20220323,12.1,9.9405,0.84,409.1989,2.4591,526434.1942
2284,000606.SZ,20220323,1.61,0.8901,0.77,,2.8899,113859.4586
2285,688270.SH,20220323,67.83,5.2727,0.7,96.2841,3.8197,162103.01
2286,300093.SZ,20220323,36.76,1.8714,0.43,,15.5145,724733.4171
2287,600026.SH,20220323,5.51,0.5648,0.63,11.061,0.7676,1578599.9511
2288,300064.SZ,20220323,2.1,6.1659,0.75,,,146208.2532
2289,002145.SZ,20220323,10.2,0.8991,0.54,44.0812,3.105,1622887.729
2290,300310.SZ,20220323,5.95,12.9794,0.9,252.4763,2.9485,411590.6526
2291,600338.SH,20220323,29.28,2.5105,0.68,875.2228,9.929,2676807.3719
2292,300255.SZ,20220323,7.55,2.1461,0.55,27.9186,2.3178,514515.5503
2293,002116.SZ,20220323,9.67,3.5597,0.54,63.2497,2.689,402663.0683
2294,000959.SZ,20220323,5.13,0.6675,0.69,19.3843,0.8277,2676956.233
2295,000027.SZ,20220323,6.63,0.3803,0.64,7.9169,1.1591,3154149.5143
2296,688685.SH,20220323,22.16,2.9778,1.19,48.4179,3.7372,52678.0163
2297,688191.SH,20220323,16.35,4.056,1.18,27.1467,3.0668,59429.6929
2298,603976.SH,20220323,28.38,0.427,0.54,80.8869,3.8875,429108.9148
2299,688063.SH,20220323,127.65,3.5547,1.25,72.0109,6.6564,1044830.0063
2300,002217.SZ,20220323,3.44,0.4234,0.58,,1.1997,1070532.7169
2301,831689.BJ,20220323,10.28,2.853,,16.485,1.9014,28415.7704
2302,000532.SZ,20220323,11.21,1.0442,1.11,23.7122,3.6128,385119.2653
2303,002326.SZ,20220323,35.55,11.841,1.11,259.6749,8.8425,2396249.4351
2304,002740.SZ,20220323,4.13,1.116,0.82,,2.0322,101176.6892
2305,002808.SZ,20220323,7.93,3.5163,1.01,83.8637,3.6411,135898.3497
2306,603903.SH,20220323,10.81,0.6752,0.56,20.0537,1.7907,218690.3559
2307,300086.SZ,20220323,8.63,9.2076,0.76,415.8256,2.6749,375977.2648
2308,600298.SH,20220323,44.48,0.6401,0.55,27.0108,5.4909,3665512.0345
2309,600509.SH,20220323,5.35,0.7286,0.75,126.9325,1.0206,616007.0341
2310,002224.SZ,20220323,5.09,0.7444,0.76,21.9342,1.5529,276255.1934
2311,002613.SZ,20220323,7.77,50.7977,13.39,534.1652,4.8482,443505.9939
2312,002885.SZ,20220323,22.96,12.5146,0.59,126.0086,5.0823,277730.1709
2313,002289.SZ,20220323,6.41,0.6659,0.67,,6.372,169495.9334
2314,600901.SH,20220323,4.81,0.2554,0.67,7.653,1.0478,1422552.6958
2315,603238.SH,20220323,11.98,0.3496,0.48,8.0407,1.727,210883.94
2316,603386.SH,20220323,16.0,0.9024,0.83,31.2251,2.5714,372940.0688
2317,300456.SZ,20220323,18.23,1.4644,0.72,66.4747,2.5006,1051876.7661
2318,000657.SZ,20220323,11.84,1.0252,0.78,57.5027,2.5879,1122070.2051
2319,688027.SH,20220323,114.3,0.8619,0.65,310.0864,5.4862,522922.5
2320,603429.SH,20220323,20.23,0.4528,0.76,107.1681,5.9282,757881.4969
2321,300917.SZ,20220323,36.8,30.1649,2.1,48.1748,5.7365,245180.0
2322,688399.SH,20220323,134.98,3.1231,0.49,9.6545,3.1158,465340.8504
2323,603737.SH,20220323,80.98,0.9434,1.22,60.7524,12.5851,2955558.0106
2324,601158.SH,20220323,5.98,0.1246,0.6,16.1828,1.7467,2870400.0
2325,600539.SH,20220323,8.09,1.1144,0.52,166.9272,4.3157,186070.0
2326,002406.SZ,20220323,5.53,0.4417,0.46,10.6375,1.0558,274370.1437
2327,300121.SZ,20220323,9.67,0.8161,0.58,12.7763,1.8816,348197.3948
2328,003011.SZ,20220323,25.63,1.9169,1.11,13.9764,2.0831,153062.6752
2329,000021.SZ,20220323,11.69,0.4991,0.64,21.2841,1.9252,1823673.2008
2330,603360.SH,20220323,14.0,2.1862,0.77,16.4995,3.4831,358239.56
2331,000806.SZ,20220323,1.94,0.7266,0.66,36.5947,,135665.1153
2332,000875.SZ,20220323,9.19,6.1812,1.43,53.6355,2.4002,2247577.5922
2333,600521.SH,20220323,22.45,3.6671,0.42,36.0178,5.1068,3265601.4211
2334,300215.SZ,20220323,7.79,0.9179,0.8,68.189,3.0784,436369.4402
2335,300884.SZ,20220323,15.88,1.0569,0.74,18.5223,2.2619,148310.9424
2336,688173.SH,20220323,27.6,3.6751,0.49,,6.5089,85865.7114
2337,002511.SZ,20220323,12.48,0.6027,0.77,18.0811,3.3686,1605238.1692
2338,300061.SZ,20220323,8.63,4.2593,0.8,,4.4702,489358.4792
2339,603367.SH,20220323,12.88,0.5082,0.7,13.3071,1.1749,577382.064
2340,002966.SZ,20220323,6.76,0.749,0.67,8.7614,0.7141,1098417.8795
2341,000758.SZ,20220323,4.6,0.7083,0.67,420.3986,1.9267,905889.8192
2342,832225.BJ,20220323,6.71,0.1354,0.3,18.1119,1.3678,29750.7752
2343,688379.SH,20220323,18.36,0.6155,0.48,24.9788,1.7649,73563.93
2344,000507.SZ,20220323,5.65,1.0811,0.99,19.7652,0.9542,469240.7208
2345,000757.SZ,20220323,4.34,1.0971,0.69,54.6958,1.6223,221846.6247
2346,000876.SZ,20220323,16.1,1.1563,0.76,14.6705,2.3745,6963930.3683
2347,688087.SH,20220323,61.19,1.354,0.72,37.4647,4.418,172980.5443
2348,002747.SZ,20220323,19.6,0.6034,0.51,132.8871,6.6415,1531679.4321
2349,600300.SH,20220323,4.4,1.3941,0.63,32.9451,2.4271,735680.0
2350,002391.SZ,20220323,7.13,0.6796,0.5,23.9144,1.0433,329653.6327
2351,003028.SZ,20220323,33.84,1.8175,0.94,21.6304,3.2117,92721.6
2352,600356.SH,20220323,7.29,0.4686,0.61,16.5302,0.9436,217775.1746
2353,002349.SZ,20220323,23.8,21.9481,1.12,174.5816,9.3461,1930850.7054
2354,300206.SZ,20220323,11.12,1.2176,0.97,9.9039,3.625,378567.1283
2355,688150.SH,20220323,19.41,32.6157,,71.5118,4.8365,63462.4294
2356,002470.SZ,20220323,2.82,0.9203,0.71,,1.484,844534.2232
2357,600498.SH,20220323,16.39,2.6779,4.68,190.3224,1.6737,1854601.7715
2358,300656.SZ,20220323,43.49,1.0399,0.48,110.2219,5.5393,359730.2531
2359,300477.SZ,20220323,7.5,3.2165,0.75,,3.5445,639637.8315
2360,300893.SZ,20220323,24.93,3.3076,0.71,41.5347,5.0794,93487.5
2361,300853.SZ,20220323,32.17,1.2557,0.82,29.156,3.6222,298328.2376
2362,688301.SH,20220323,380.64,0.9967,0.74,57.0503,9.0475,1540668.5674
2363,603886.SH,20220323,18.44,0.6238,0.89,14.7504,2.7717,442560.0
2364,605099.SH,20220323,28.94,2.9007,2.19,28.3478,5.9576,116020.46
2365,000019.SZ,20220323,7.79,8.3203,1.16,22.1637,1.9946,324207.9841
2366,605177.SH,20220323,24.45,1.9249,0.66,24.2617,1.5936,137400.0904
2367,002315.SZ,20220323,15.25,1.1148,0.61,19.0477,2.2286,283018.4243
2368,600763.SH,20220323,133.98,2.7808,0.74,87.2049,15.5039,4295934.72
2369,603000.SH,20220323,11.1,0.5268,0.75,38.5573,3.74,1227317.0722
2370,603801.SH,20220323,25.64,0.5979,0.46,20.2496,3.0906,791069.5303
2371,300095.SZ,20220323,13.24,1.6597,1.42,33.8402,2.5723,501413.1707
2372,603060.SH,20220323,14.82,0.6931,0.98,38.6788,5.6523,894653.76
2373,600422.SH,20220323,11.67,3.2314,1.48,17.4304,1.8499,881896.9356
2374,603320.SH,20220323,15.89,5.9566,0.6,49.4527,2.8424,206586.1554
2375,002451.SZ,20220323,6.29,0.7075,1.07,370.2517,3.8438,276224.721
2376,300471.SZ,20220323,22.6,11.8768,2.17,,7.7726,762105.2785
2377,000677.SZ,20220323,3.38,1.3443,0.75,446.5099,8.4765,292024.5464
2378,002483.SZ,20220323,7.95,2.3396,1.19,29.2493,1.7962,686355.4463
2379,300516.SZ,20220323,31.42,0.7818,0.91,83.0012,4.8716,565560.0
2380,002267.SZ,20220323,6.2,0.3488,0.78,19.3371,1.0848,689486.7759
2381,000698.SZ,20220323,5.03,0.466,0.59,11.5339,0.9518,395202.3461
2382,300184.SZ,20220323,5.84,1.7323,0.99,,2.1926,580620.4557
2383,601002.SH,20220323,5.71,9.9272,2.9,10.9031,1.3298,485072.3684
2384,688121.SH,20220323,25.86,1.6088,0.93,21.0955,2.8298,112225.5678
2385,603071.SH,20220323,20.68,5.4712,0.82,22.9453,3.0246,207692.9624
2386,300742.SZ,20220323,30.37,2.3642,0.51,297.2709,6.2039,236376.7558
2387,000531.SZ,20220323,8.44,1.2481,1.81,7.4135,1.1291,578209.9001
2388,600890.SH,20220323,1.42,2.4156,1.61,,3.8918,82245.6794
2389,300111.SZ,20220323,3.5,7.6159,1.51,70.153,25.8318,391033.8583
2390,300607.SZ,20220323,12.46,1.1149,0.66,10.2245,2.4045,355570.7795
2391,002011.SZ,20220323,10.21,1.0098,0.77,,5.4098,935420.9051
2392,002413.SZ,20220323,5.71,1.1024,0.89,44.4928,1.4775,696346.9215
2393,300145.SZ,20220323,2.8,0.9937,0.88,,1.8067,486514.0972
2394,601998.SH,20220323,4.49,0.0942,1.27,4.4859,0.4323,15289653.0919
2395,002690.SZ,20220323,28.83,0.5046,0.68,44.6257,8.2793,958705.3847
2396,002244.SZ,20220323,6.9,1.6775,0.88,9.2235,1.1254,1853499.4004
2397,300753.SZ,20220323,18.22,1.996,0.44,42.4794,2.9458,136541.9026
2398,605155.SH,20220323,21.0,17.1068,1.49,25.8997,1.9024,70255.5
2399,300037.SZ,20220323,84.69,1.0504,0.53,67.467,5.1367,2504287.7378
2400,002403.SZ,20220323,7.07,0.6948,0.48,23.4537,1.1195,216297.073
2401,001217.SZ,20220323,16.4,1.583,0.61,32.4068,2.9916,136070.8
2402,000680.SZ,20220323,3.95,1.1717,0.68,58.879,1.353,417500.4059
2403,605318.SH,20220323,15.48,2.9981,1.06,31.149,2.3471,60636.9433
2404,300967.SZ,20220323,19.78,6.2237,0.66,74.8755,4.4148,92966.0
2405,301027.SZ,20220323,25.04,25.3632,0.54,30.3121,4.2214,92147.2
2406,300969.SZ,20220323,68.16,7.512,0.8,82.1759,7.1585,136320.0
2407,301039.SZ,20220323,9.93,2.2428,0.68,17.7057,1.7164,182349.0426
2408,600371.SH,20220323,14.01,6.2599,1.13,74.2567,7.9393,409901.778
2409,300674.SZ,20220323,18.75,1.0904,0.75,29.4614,3.823,1213426.77
2410,600704.SH,20220323,5.34,0.6702,0.53,10.1055,1.0507,2703205.2094
2411,300539.SZ,20220323,8.88,7.4122,0.91,135.9267,4.0002,85297.8053
2412,000581.SZ,20220323,19.95,0.8984,1.37,7.2573,1.0618,1629806.6336
2413,003002.SZ,20220323,13.12,8.4177,1.25,27.0766,2.5515,101574.2528
2414,603709.SH,20220323,16.43,0.864,1.05,31.5065,2.0571,131440.0
2415,002092.SZ,20220323,9.17,1.84,0.57,8.7393,0.9362,2283140.4689
2416,603661.SH,20220323,37.41,0.2182,0.7,10.2979,1.2766,374100.0
2417,601992.SH,20220323,2.94,0.3589,0.73,11.0391,0.6526,2450242.5296
2418,688550.SH,20220323,96.23,5.4969,1.16,38.5018,2.367,494537.9506
2419,600393.SH,20220323,1.3,3.7439,1.25,,0.6841,128466.7218
2420,871396.BJ,20220323,10.08,0.0145,0.13,16.0566,2.1204,36360.9076
2421,000712.SZ,20220323,14.68,2.6849,1.93,,3.997,1314213.4577
2422,000679.SZ,20220323,4.23,0.707,0.65,58.5156,2.526,150757.2
2423,603290.SH,20220323,408.8,2.1008,0.67,386.0014,13.9545,3227771.6442
2424,603039.SH,20220323,57.67,0.1362,0.34,65.4715,8.8291,1502897.922
2425,601929.SH,20220323,2.32,2.3131,0.78,111.352,1.0827,721792.9826
2426,002101.SZ,20220323,13.15,2.2997,0.76,44.6597,1.4905,695459.9288
2427,688633.SH,20220323,48.9,4.6738,1.41,23.4616,2.9281,84470.6815
2428,300269.SZ,20220323,3.65,1.3208,0.68,,10.2407,188916.9113
2429,601828.SH,20220323,8.13,0.1812,1.14,20.4578,0.6494,2572099.7796
2430,600507.SH,20220323,8.32,2.6,0.76,6.5658,1.8948,1793750.5855
2431,601187.SH,20220323,6.2,0.7805,0.56,8.9778,0.8079,603085.0825
2432,600469.SH,20220323,4.32,0.349,0.67,15.707,1.1032,242962.5119
2433,603708.SH,20220323,13.18,0.6184,0.77,18.7525,3.1239,801873.2126
2434,600552.SH,20220323,11.36,3.1993,1.12,55.1177,3.2565,867772.2274
2435,603139.SH,20220323,19.24,5.0729,1.43,56.3319,1.8796,192169.12
2436,301222.SZ,20220323,39.07,21.4984,0.66,44.1496,3.3089,93869.6328
2437,300891.SZ,20220323,14.18,1.612,0.82,63.6374,4.4268,327160.96
2438,601616.SH,20220323,3.36,0.9664,1.06,41.5314,1.3392,314353.2
2439,301022.SZ,20220323,41.88,3.4656,0.54,39.2027,3.1656,67008.0
2440,003039.SZ,20220323,22.77,1.3204,0.63,52.477,6.4931,278975.1482
2441,002553.SZ,20220323,9.64,0.8981,0.74,8.5271,3.0976,225859.6098
2442,002665.SZ,20220323,4.0,6.8275,1.53,,1.8057,981396.5476
2443,603286.SH,20220323,17.25,0.7186,0.7,104.1819,3.1412,151931.1
2444,600764.SH,20220323,28.12,0.6664,0.9,26.7161,2.8308,1394925.3964
2445,300632.SZ,20220323,12.18,1.5363,0.77,27.5354,1.8797,243965.8823
2446,002093.SZ,20220323,7.13,3.7528,0.53,88.831,2.0787,715691.6641
2447,002619.SZ,20220323,0.76,4.1469,0.61,,0.6624,108783.5873
2448,300183.SZ,20220323,14.42,1.5675,1.17,36.0018,2.2337,429335.0049
2449,003019.SZ,20220323,23.4,1.203,1.01,26.9392,2.3592,206504.064
2450,601928.SH,20220323,7.59,0.3199,0.47,12.1064,1.2,1931579.1
2451,002269.SZ,20220323,2.18,1.6988,0.93,,5.159,547725.0
2452,603887.SH,20220323,10.85,9.8762,0.64,12.4541,1.2998,384047.0405
2453,300591.SZ,20220323,6.9,7.2406,1.29,,5.0184,155201.8967
2454,002536.SZ,20220323,6.48,1.0844,0.87,26.0987,1.4324,305229.2881
2455,301001.SZ,20220323,27.22,1.476,0.56,25.7367,2.6411,54440.0
2456,603070.SH,20220323,31.99,81.9052,6.88,67.5117,7.1115,191940.0
2457,002923.SZ,20220323,22.59,7.9102,3.41,30.8731,3.9078,319485.2195
2458,603810.SH,20220323,14.2,7.7658,6.27,9.7816,1.6769,225904.551
2459,300840.SZ,20220323,9.48,0.7604,0.86,47.7799,2.3118,146289.1155
2460,003008.SZ,20220323,27.22,0.9365,0.57,29.3241,2.1669,107370.8497
2461,688198.SH,20220323,167.45,0.8911,0.8,285.6876,16.2717,409219.4675
2462,601126.SH,20220323,13.92,3.5707,1.94,32.9097,2.9819,1131935.424
2463,002306.SZ,20220323,3.06,0.6531,0.51,541.475,28.7979,248664.1334
2464,830832.BJ,20220323,6.99,0.0777,0.41,15.2502,1.324,76433.9521
2465,600718.SH,20220323,11.96,0.8321,0.55,113.2668,1.7455,1438329.1211
2466,300530.SZ,20220323,26.96,0.2269,0.66,,20.9998,318151.4094
2467,688115.SH,20220323,44.42,6.7348,0.44,44.8441,2.2715,68027.4754
2468,600814.SH,20220323,8.22,4.5635,2.37,22.6845,2.0023,587751.9951
2469,601212.SH,20220323,2.86,0.397,0.78,290.2379,1.4294,2117765.5101
2470,300317.SZ,20220323,6.47,1.414,0.94,178.2081,2.6644,497613.426
2471,300118.SZ,20220323,25.98,4.2536,0.67,141.6296,2.6304,2336760.5547
2472,603518.SH,20220323,10.02,1.4231,0.64,,1.2039,297222.9434
2473,600691.SH,20220323,4.84,4.6354,3.0,89.1881,1.9243,1149783.6008
2474,000789.SZ,20220323,12.08,0.9779,0.54,6.506,1.4101,963239.1967
2475,600435.SH,20220323,9.12,0.8563,0.65,101.7082,5.8105,1358259.84
2476,002184.SZ,20220323,11.05,1.4993,0.92,30.6152,3.4652,253841.6067
2477,601988.SH,20220323,3.14,0.0647,0.65,4.7927,0.4967,66180371.6616
2478,600236.SH,20220323,5.27,0.0562,0.65,18.9113,2.7677,4154013.1017
2479,688667.SH,20220323,124.58,1.4138,0.3,40.9852,4.5681,282207.1996
2480,002745.SZ,20220323,11.76,1.2154,0.78,57.8441,1.3178,1132203.5832
2481,603871.SH,20220323,17.1,0.895,1.1,15.0474,2.0327,488008.7912
2482,300363.SZ,20220323,90.1,1.6467,0.85,151.1308,14.0444,4167950.3791
2483,600620.SH,20220323,9.53,0.7924,1.45,62.1323,2.8144,654403.2887
2484,600056.SH,20220323,32.33,20.0092,1.22,26.3566,3.3064,3453193.8041
2485,002431.SZ,20220323,3.25,1.8337,0.71,109.2331,1.0525,473957.8246
2486,603699.SH,20220323,9.04,0.4636,0.65,12.8506,2.4002,678000.0
2487,002293.SZ,20220323,12.93,0.1393,0.45,18.5307,2.9479,1064389.948
2488,600098.SH,20220323,6.45,0.1436,0.58,25.3015,0.959,1740814.0889
2489,300654.SZ,20220323,9.25,2.0384,0.56,50.6124,3.3611,160586.1041
2490,300288.SZ,20220323,13.95,5.4714,0.61,103.0191,3.213,346405.5504
2491,002595.SZ,20220323,19.91,0.3312,0.7,15.814,2.5271,1062715.3317
2492,600999.SH,20220323,14.58,0.1424,0.44,13.3586,1.3009,10821283.6866
2493,600973.SH,20220323,4.83,1.6314,1.08,,1.8315,604698.256
2494,600645.SH,20220323,23.9,1.4618,0.65,,3.118,1116483.4523
2495,002469.SZ,20220323,5.89,1.5474,1.32,10.1243,1.5408,351974.5788
2496,000403.SZ,20220323,22.62,0.4472,0.73,89.1491,2.6651,1363444.5179
2497,300620.SZ,20220323,38.08,2.453,1.76,105.5414,4.2329,608799.0001
2498,601880.SH,20220323,1.72,0.4971,0.68,50.77,1.0851,3003930.7141
2499,835670.BJ,20220323,19.25,1.8891,0.32,43.9457,5.0197,64362.812
2500,300836.SZ,20220323,32.5,0.789,0.64,105.1881,2.5732,103262.965
2501,300348.SZ,20220323,13.28,1.4654,0.83,40.4291,6.9314,811376.5357
2502,002210.SZ,20220323,2.89,0.505,0.9,0.9287,57.7898,768583.9628
2503,300381.SZ,20220323,9.69,0.4453,0.5,29.3666,1.5969,461840.6065
2504,002748.SZ,20220323,13.64,1.8988,0.67,,3.0808,327360.0
2505,300918.SZ,20220323,9.86,4.1312,0.81,40.5632,2.2054,106909.515
2506,600476.SH,20220323,12.95,1.8464,0.79,472.0395,14.4373,208585.65
2507,300492.SZ,20220323,39.06,0.2523,0.87,387.4259,19.7811,425982.2041
2508,600352.SH,20220323,10.85,0.4282,0.59,8.4521,1.1683,3529865.0681
2509,688230.SH,20220323,122.09,4.4976,0.54,98.7732,3.509,163039.7185
2510,600706.SH,20220323,12.51,12.7706,0.67,,2.7049,267076.5029
2511,300260.SZ,20220323,50.69,1.5916,0.74,139.0887,9.4191,764945.1296
2512,301193.SZ,20220323,27.29,3.6331,0.76,28.6416,2.4516,73328.2
2513,300101.SZ,20220323,17.64,2.2235,0.96,122.5592,8.65,983873.2861
2514,000669.SZ,20220323,2.33,2.4667,1.45,95.9721,1.2608,158535.2497
2515,605389.SH,20220323,40.8,0.9128,0.82,16.8373,2.2845,99280.272
2516,600477.SH,20220323,4.26,1.8213,0.72,13.9411,2.0163,917430.3662
2517,000928.SZ,20220323,6.88,0.7005,0.48,14.639,1.4714,881250.8773
2518,002969.SZ,20220323,5.28,0.8795,0.77,147.0876,2.3213,234525.4359
2519,688091.SH,20220323,52.68,1.8076,0.61,,4.7413,133765.056
2520,002662.SZ,20220323,3.72,2.2604,2.3,49.5863,1.6074,557992.9692
2521,600482.SH,20220323,16.72,0.1574,0.8,66.549,1.0029,3389866.9661
2522,603713.SH,20220323,125.55,0.6597,0.86,71.5809,6.8385,2046949.4472
2523,300798.SZ,20220323,8.34,0.4195,0.72,152.1927,2.7879,175324.9879
2524,688538.SH,20220323,3.09,0.4858,0.55,,2.4529,704281.2845
2525,002888.SZ,20220323,11.78,0.7035,0.71,57.5326,4.0961,88576.0888
2526,301133.SZ,20220323,28.16,4.757,0.86,61.3491,3.8271,67424.0259
2527,300982.SZ,20220323,62.92,2.0198,0.74,37.1798,6.5718,220720.6356
2528,600081.SH,20220323,11.32,0.4993,0.87,54.0367,1.7919,354949.92
2529,603662.SH,20220323,19.36,0.8521,0.59,20.5892,2.2272,206491.8511
2530,300716.SZ,20220323,10.55,3.0546,0.94,,3.657,168821.1
2531,601016.SH,20220323,4.9,3.0324,1.52,32.002,2.3715,2195500.5484
2532,600769.SH,20220323,8.11,4.6668,0.56,575.0689,46.0062,304106.5092
2533,688015.SH,20220323,27.04,0.2982,0.52,21.3601,2.2065,323735.1021
2534,003041.SZ,20220323,20.18,6.6148,1.11,16.5821,1.8192,50450.0
2535,002174.SZ,20220323,11.23,0.8078,0.55,,8.4626,1026609.0985
2536,000697.SZ,20220323,7.95,3.7732,5.97,,6.7359,458626.5427
2537,000026.SZ,20220323,9.64,0.6331,0.45,10.5898,1.363,346340.3462
2538,603636.SH,20220323,16.99,20.8129,1.38,41.9058,3.9879,1003758.289
2539,002640.SZ,20220323,3.07,3.1281,1.58,,2.3355,370211.1201
2540,600021.SH,20220323,10.45,2.5008,0.89,30.7569,1.6529,2734936.5859
2541,300910.SZ,20220323,51.62,0.7932,1.04,42.3428,3.7002,351580.7486
2542,000978.SZ,20220323,6.64,4.3997,0.53,,1.9618,239075.4742
2543,603683.SH,20220323,9.98,0.7616,0.69,11.7817,1.8782,178582.4194
2544,000037.SZ,20220323,6.83,0.7288,0.49,64.3017,2.0475,231464.3486
2545,601606.SH,20220323,10.6,1.1715,0.87,65.4286,3.2679,767682.104
2546,600084.SH,20220323,4.57,1.098,3.34,,2.3891,513543.1613
2547,300170.SZ,20220323,7.58,1.5522,0.75,101.9814,2.1408,608386.3322
2548,002323.SZ,20220323,3.8,1.6216,0.96,,12.6584,645059.6087
2549,831305.BJ,20220323,19.1,0.4793,0.47,14.5929,1.7768,33939.9838
2550,600409.SH,20220323,8.17,1.1158,0.44,10.0932,1.3174,1686573.499
2551,300761.SZ,20220323,35.1,0.3057,0.54,55.7951,2.3545,1129480.092
2552,601609.SH,20220323,7.95,0.9782,0.64,22.977,1.6726,474980.1157
2553,002177.SZ,20220323,5.55,12.7156,0.78,58.8739,2.601,422461.1682
2554,605268.SH,20220323,11.88,1.4471,0.66,21.6058,2.9799,88363.44
2555,300589.SZ,20220323,19.46,1.6108,0.76,124.0155,5.7374,216405.7862
2556,600550.SH,20220323,5.65,2.1066,1.29,492.4969,15.5852,1040463.5912
2557,300270.SZ,20220323,6.14,1.8657,0.77,,2.4108,125937.4491
2558,603712.SH,20220323,34.0,0.6208,0.67,50.1793,7.2604,2624800.0
