,ts_code,symbol,name,area,industry,list_date
217,000796.SZ,000796,凯撒旅业,海南,旅游服务,19970703
218,000798.SZ,000798,中水渔业,北京,渔业,19980212
219,000800.SZ,000800,一汽解放,吉林,汽车整车,19970618
220,000801.SZ,000801,四川九洲,四川,通信终端,19980506
221,000803.SZ,000803,北清环能,四川,环保工程,19980303
222,000807.SZ,000807,云铝股份,云南,铝,19980408
223,000810.SZ,000810,创维数字,四川,通信终端,19980602
224,000811.SZ,000811,冰轮环境,山东,机械基件,19980528
225,000812.SZ,000812,陕西金叶,陕西,包装印刷,19980623
226,000815.SZ,000815,美利云,宁夏,造纸,19980609
227,000816.SZ,000816,智慧农业,江苏,机械基件,19970818
228,000819.SZ,000819,岳阳兴长,湖南,石油加工,19970625
229,000821.SZ,000821,京山轻机,湖北,轻工机械,19980626
230,000822.SZ,000822,山东海化,山东,纯碱,19980703
231,000823.SZ,000823,超声电子,广东,PCB,19971008
232,000825.SZ,000825,太钢不锈,山西,特种钢,19981021
233,000826.SZ,000826,启迪环境,湖北,环保工程,19980225
234,000828.SZ,000828,东莞控股,广东,路桥,19970617
235,000829.SZ,000829,天音控股,江西,电器连锁,19971202
236,000830.SZ,000830,鲁西化工,山东,化肥,19980807
237,000833.SZ,000833,粤桂股份,广西,食品综合,19981111
238,000837.SZ,000837,秦川机床,陕西,机床制造,19980928
239,000838.SZ,000838,财信发展,重庆,区域地产,19970626
240,000848.SZ,000848,承德露露,河北,软饮料,19971113
241,000850.SZ,000850,华茂股份,安徽,纺织,19981007
242,000851.SZ,000851,高鸿股份,贵州,贸易,19980609
243,000852.SZ,000852,石化机械,湖北,化工机械,19981126
244,000856.SZ,000856,冀东装备,河北,工程机械,19980813
245,000859.SZ,000859,国风塑业,安徽,塑料薄膜,19981119
246,000862.SZ,000862,银星能源,宁夏,新型电力,19980915
247,000869.SZ,000869,张裕A,山东,葡萄酒,20001026
248,000875.SZ,000875,吉电股份,吉林,火力发电,20020926
249,000876.SZ,000876,新希望,四川,饲料,19980311
250,000877.SZ,000877,天山股份,新疆,水泥,19990107
251,000878.SZ,000878,云南铜业,云南,铜,19980602
252,000880.SZ,000880,潍柴重机,山东,机械基件,19980402
253,000881.SZ,000881,中广核技,辽宁,综合类,19980902
254,000883.SZ,000883,湖北能源,湖北,水力发电,19980519
255,000885.SZ,000885,城发环境,河南,路桥,19990319
256,000887.SZ,000887,中鼎股份,安徽,橡胶,19981203
257,000888.SZ,000888,峨眉山A,四川,旅游景点,19971021
258,000890.SZ,000890,法尔胜,江苏,钢加工,19990119
259,000893.SZ,000893,亚钾国际,广东,化肥,19981224
260,000895.SZ,000895,双汇发展,河南,肉制品,19981210
261,000899.SZ,000899,赣能股份,江西,火力发电,19971126
262,000900.SZ,000900,现代投资,湖南,路桥,19990128
263,000901.SZ,000901,航天科技,黑龙江,汽车配件,19990401
264,000902.SZ,000902,新洋丰,湖北,化肥,19990408
265,000905.SZ,000905,厦门港务,福建,港口,19990429
266,000906.SZ,000906,浙商中拓,浙江,贸易,19990707
267,000909.SZ,000909,数源科技,浙江,综合类,19990507
268,000910.SZ,000910,大亚圣象,江苏,家装,19990630
269,000911.SZ,000911,南宁糖业,广西,食品综合,19990527
270,000912.SZ,000912,泸天化,四川,化肥,19990603
271,000913.SZ,000913,钱江摩托,浙江,摩托车,19990514
272,000915.SZ,000915,华特达因,山东,化学制药,19990609
273,000917.SZ,000917,电广传媒,湖南,广电传输,19990325
274,000919.SZ,000919,金陵药业,江苏,化学制药,19991118
275,000920.SZ,000920,沃顿科技,贵州,环保工程,19990616
276,000921.SZ,000921,海信家电,广东,白色家电,19990713
277,000922.SZ,000922,佳电股份,黑龙江,电机制造,19990618
278,000923.SZ,000923,河钢资源,河北,铁矿,19990714
279,000925.SZ,000925,众合科技,浙江,轨道交通,19990611
280,000926.SZ,000926,福星股份,湖北,区域地产,19990618
281,000928.SZ,000928,中钢国际,吉林,基础建设,19990312
282,000929.SZ,000929,兰州黄河,甘肃,啤酒,19990623
283,000930.SZ,000930,中粮科技,安徽,农业加工,19990712
284,000931.SZ,000931,中关村,北京,生物制药,19990712
285,000932.SZ,000932,华菱钢铁,湖南,普钢,19990803
286,000933.SZ,000933,神火股份,河南,铝,19990831
287,000935.SZ,000935,四川双马,四川,水泥,19990824
288,000936.SZ,000936,华西股份,江苏,涤纶,19990810
289,000937.SZ,000937,冀中能源,河北,煤炭开采,19990909
290,000938.SZ,000938,紫光股份,北京,系统软件,19991104
291,000948.SZ,000948,南天信息,云南,系统软件,19991014
292,000949.SZ,000949,新乡化纤,河南,粘胶纤维,19991021
293,000950.SZ,000950,重药控股,重庆,医药商业,19990916
294,000951.SZ,000951,中国重汽,山东,汽车整车,19991125
295,000952.SZ,000952,广济药业,湖北,原料药,19991112
296,000953.SZ,000953,河化股份,广西,原料药,19991202
297,000955.SZ,000955,欣龙控股,海南,纺织,19991209
298,000957.SZ,000957,中通客车,山东,汽车整车,20000113
299,000958.SZ,000958,东方能源,河北,多元金融,19991223
300,000959.SZ,000959,首钢股份,北京,普钢,19991216
301,000960.SZ,000960,锡业股份,云南,稀有金属,20000221
302,000961.SZ,000961,中南建设,江苏,区域地产,20000301
